"","location_name","year_id","age_group_name","sex","cause_name","acause","measure_name","metric_name","val","upper","lower"
"1809","Baja California Sur",2017,"All Ages","Both","Injuries","_inj","Deaths","Rate",0.000632859710672263,0.00066523107179396,0.000599458082104581
"1810","Campeche",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Rate",2.05474837694937e-05,2.28746895170058e-05,1.8268305557983e-05
"1811","Campeche",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Rate",6.42152388978166e-05,6.73455793927824e-05,6.13691818214654e-05
"1812","Campeche",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Rate",8.7412774137455e-06,9.97906410075323e-06,6.90894496166331e-06
"1813","Campeche",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Rate",2.82880645996968e-07,3.67628360158948e-07,2.11138068456878e-07
"1814","Campeche",2017,"All Ages","Both","Measles","measles","Deaths","Rate",3.11578037696495e-12,1.70824537156272e-11,0
"1815","Campeche",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Rate",0,0,0
"1816","Campeche",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Rate",0,0,0
"1817","Campeche",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Rate",4.53348049083551e-10,5.37726980689346e-10,3.79973687672831e-10
"1818","Campeche",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Rate",4.78075234393228e-05,6.16823068642068e-05,3.75272101244134e-05
"1819","Campeche",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Rate",4.96521193879401e-05,5.66123333687706e-05,4.0303067707296e-05
"1820","Campeche",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Rate",2.76701285780246e-06,6.20338398605529e-06,9.08635910118525e-07
"1821","Campeche",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Rate",0.000766510992857037,0.000816006959546707,0.000721426933470606
"1822","Campeche",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Rate",0.00124286821491242,0.00131399730670024,0.0011745394984251
"1823","Campeche",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Rate",0.0002567105298654,0.000276069584047483,0.000239347962606249
"1824","Campeche",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Rate",1.66316718040767e-05,1.90918646088381e-05,1.45572467924901e-05
"1825","Campeche",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Rate",0.000357043706797443,0.000388268452842372,0.000327170654957528
"1826","Campeche",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Rate",2.12799992557436e-05,2.39808877935476e-05,1.90663822429784e-05
"1827","Campeche",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Rate",0.000232217366656517,0.000252929334401526,0.000213104094917331
"1828","Campeche",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Rate",3.49108277090883e-05,3.96132009799839e-05,3.13880777336154e-05
"1829","Campeche",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Rate",1.34259045675286e-05,1.4734548800338e-05,1.21902684683264e-05
"1830","Campeche",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Rate",1.50219675967702e-06,1.82146340843701e-06,1.27565106294599e-06
"1831","Campeche",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Rate",1.17927213560209e-05,1.29217592726518e-05,1.05240501808108e-05
"1832","Campeche",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Rate",1.16876478656405e-06,1.35791080671146e-06,1.00900854583427e-06
"1833","Campeche",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Rate",0.000449499369460211,0.000481593094303841,0.000419306381868174
"1834","Campeche",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Rate",2.05494527335591e-05,2.25891242804962e-05,1.86168214193941e-05
"1835","Campeche",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Rate",7.15769513887666e-05,8.91442678051615e-05,5.72455057756235e-05
"1836","Campeche",2017,"All Ages","Both","Injuries","_inj","Deaths","Rate",0.000743230261275511,0.000784680953722437,0.00070262706716016
"1837","Coahuila",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Rate",2.35339880655172e-05,2.61583623303022e-05,2.08654681035882e-05
"1838","Coahuila",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Rate",3.25024073489293e-05,3.41508198092016e-05,3.09620582238787e-05
"1839","Coahuila",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Rate",8.24174548252238e-06,9.33929002843107e-06,5.94462354617938e-06
"1840","Coahuila",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Rate",5.47357911107127e-08,1.85977410688587e-07,3.44970811075368e-08
"1841","Coahuila",2017,"All Ages","Both","Measles","measles","Deaths","Rate",4.05384164498658e-12,2.26763099877742e-11,0
"1842","Coahuila",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Rate",0,0,0
"1843","Coahuila",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Rate",0,0,0
"1844","Coahuila",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Rate",3.02187607698522e-09,3.71127439814822e-09,2.45965357015533e-09
"1845","Coahuila",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Rate",7.04063258193072e-05,8.68830436449098e-05,5.75859821831521e-05
"1846","Coahuila",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Rate",2.83256305081843e-05,3.16000970542226e-05,2.53179832371628e-05
"1847","Coahuila",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Rate",2.94450581024674e-06,6.76364880076934e-06,9.17391621687405e-07
"1848","Coahuila",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Rate",0.000773563657939653,0.00082017227085385,0.000728082865133354
"1849","Coahuila",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Rate",0.00134400812780793,0.00142185034461043,0.00126747570717285
"1850","Coahuila",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Rate",0.000210234305190274,0.000224491428470734,0.000196621314042817
"1851","Coahuila",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Rate",7.9411514192935e-06,8.94439254014521e-06,6.96815982375725e-06
"1852","Coahuila",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Rate",0.000241977397975399,0.000263059550143576,0.000222655753058181
"1853","Coahuila",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Rate",2.20283491878952e-05,2.42367413748347e-05,1.99309306907828e-05
"1854","Coahuila",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Rate",0.000224665246038871,0.000238729878913858,0.000211875277212985
"1855","Coahuila",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Rate",3.08445179344666e-05,3.589163930715e-05,2.84969699020941e-05
"1856","Coahuila",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Rate",1.35866808443871e-05,1.51023732014479e-05,1.24449508959119e-05
"1857","Coahuila",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Rate",2.02031729699119e-06,2.30962196857853e-06,1.44508704578577e-06
"1858","Coahuila",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Rate",1.00889492305269e-05,1.10621141900415e-05,9.13912293795285e-06
"1859","Coahuila",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Rate",6.45790294633478e-07,7.5427337543942e-07,5.53224459601179e-07
"1860","Coahuila",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Rate",0.00051839298329108,0.000556389718738074,0.000481998774925458
"1861","Coahuila",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Rate",2.22470074620444e-05,2.43576976401129e-05,2.01848137669912e-05
"1862","Coahuila",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Rate",8.09472647007034e-05,9.94380405649849e-05,6.2505896623198e-05
"1863","Coahuila",2017,"All Ages","Both","Injuries","_inj","Deaths","Rate",0.000636942166401479,0.000668036386515948,0.000607401862093192
"1864","Colima",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Rate",2.50358034852689e-05,2.76936859068701e-05,2.2370771151783e-05
"1865","Colima",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Rate",8.60705468583272e-05,9.06288395838534e-05,8.16158832525861e-05
"1866","Colima",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Rate",6.25459622107328e-06,7.21959953859443e-06,5.30681795014714e-06
"1867","Colima",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Rate",2.13556487439799e-07,3.09326981849174e-07,1.59314619968748e-07
"1868","Colima",2017,"All Ages","Both","Measles","measles","Deaths","Rate",2.90539358884806e-12,1.62043711836943e-11,0
"1869","Colima",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Rate",0,0,0
"1870","Colima",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Rate",0,0,0
"1871","Colima",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Rate",3.59768439556347e-10,4.38610526193133e-10,2.92726101310767e-10
"1872","Colima",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Rate",3.80032783391014e-05,4.7010486344884e-05,2.98184859784334e-05
"1873","Colima",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Rate",4.97938205180951e-05,5.50064756910823e-05,4.37786919235694e-05
"1874","Colima",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Rate",2.78777344776252e-06,6.50451894362876e-06,8.92055581927699e-07
"1875","Colima",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Rate",0.000841179991115729,0.000898624751585519,0.000792192415885122
"1876","Colima",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Rate",0.00124125827622294,0.00131124282111232,0.00117639463414892
"1877","Colima",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Rate",0.000275594426887968,0.00029476138919914,0.000256265350232275
"1878","Colima",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Rate",1.45160874383474e-05,1.62896547612597e-05,1.29420730824603e-05
"1879","Colima",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Rate",0.000292252838920443,0.000327703136613044,0.000261726919344181
"1880","Colima",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Rate",2.20090055542786e-05,2.508611572537e-05,1.93927965536805e-05
"1881","Colima",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Rate",0.000258539452471485,0.000281809284489772,0.000238677530807262
"1882","Colima",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Rate",3.86156026669116e-05,4.38222037098368e-05,3.47202954217932e-05
"1883","Colima",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Rate",1.48657336255501e-05,1.64987205409421e-05,1.25436685638423e-05
"1884","Colima",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Rate",1.73140846232129e-06,2.08234247116926e-06,1.2030773521434e-06
"1885","Colima",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Rate",8.87957604366083e-06,1.03295398267828e-05,7.73021238640394e-06
"1886","Colima",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Rate",2.22923424654371e-06,2.60216414821442e-06,1.90790977000117e-06
"1887","Colima",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Rate",0.000510122863537679,0.000547381607276323,0.000470110210699523
"1888","Colima",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Rate",1.97331166069296e-05,2.19139331768632e-05,1.74006078243477e-05
"1889","Colima",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Rate",6.73673705632991e-05,8.17806224820647e-05,4.91101649691912e-05
"1890","Colima",2017,"All Ages","Both","Injuries","_inj","Deaths","Rate",0.000820210360307242,0.000867440247228915,0.000773732853371264
"1891","Chiapas",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Rate",4.19082425330264e-05,4.79697303805148e-05,3.75135362730958e-05
"1892","Chiapas",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Rate",4.58979548040325e-05,4.78800072909606e-05,4.40301838429465e-05
"1893","Chiapas",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Rate",7.36063063730448e-06,8.71261545625533e-06,6.37099158253728e-06
"1894","Chiapas",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Rate",2.01363836743216e-07,4.15314632755177e-07,1.44885368736455e-07
"1895","Chiapas",2017,"All Ages","Both","Measles","measles","Deaths","Rate",6.9182622633596e-12,3.86200567672613e-11,0
"1896","Chiapas",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Rate",0,0,0
"1897","Chiapas",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Rate",0,0,0
"1898","Chiapas",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Rate",3.26640666028529e-09,4.45124255846992e-09,2.45647512034502e-09
"1899","Chiapas",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Rate",2.59395973587928e-05,3.4400360032983e-05,1.84322835688746e-05
"1900","Chiapas",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Rate",6.31577536216641e-05,7.04394526029771e-05,5.14356603264124e-05
"1901","Chiapas",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Rate",4.29798353717214e-06,9.3968842806705e-06,1.34683408325906e-06
"1902","Chiapas",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Rate",0.000690460953956194,0.000730466250348895,0.000648508630810515
"1903","Chiapas",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Rate",0.000927794939548136,0.000974135244979946,0.000875940419405896
"1904","Chiapas",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Rate",0.000208404237921388,0.000221537206248733,0.000196074346886664
"1905","Chiapas",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Rate",1.50082086597569e-05,1.68610793239003e-05,1.32294481628201e-05
"1906","Chiapas",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Rate",0.000372165312039485,0.00039951180290645,0.0003446625592463
"1907","Chiapas",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Rate",1.69822268124127e-05,1.86846787189477e-05,1.5458456891484e-05
"1908","Chiapas",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Rate",0.000178842825328902,0.000190833618963754,0.000167374210686476
"1909","Chiapas",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Rate",2.68848333339721e-05,2.89151702008813e-05,2.40963275165503e-05
"1910","Chiapas",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Rate",2.58333907878385e-05,2.83776983738451e-05,1.98083802718543e-05
"1911","Chiapas",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Rate",1.14254087426231e-06,1.30161355172316e-06,1.00001387952621e-06
"1912","Chiapas",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Rate",6.48479495393294e-06,7.61117756120331e-06,5.8935506591557e-06
"1913","Chiapas",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Rate",1.00047143794462e-06,1.14783705370622e-06,8.64973707049133e-07
"1914","Chiapas",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Rate",0.000429118197806675,0.000457768379071242,0.00040051741115736
"1915","Chiapas",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Rate",1.86706498846973e-05,2.03709943695747e-05,1.71954602283535e-05
"1916","Chiapas",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Rate",7.51800494168212e-05,9.90274860735843e-05,5.8953041306952e-05
"1917","Chiapas",2017,"All Ages","Both","Injuries","_inj","Deaths","Rate",0.000653195344713493,0.000686510938923495,0.000621918824222511
"1918","Chihuahua",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Rate",2.43197555972068e-05,2.71217665117932e-05,2.16124174491373e-05
"1919","Chihuahua",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Rate",3.80351693096145e-05,3.99712796669073e-05,3.6291867225179e-05
"1920","Chihuahua",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Rate",8.33546065623012e-06,9.37460538881425e-06,6.75822026358995e-06
"1921","Chihuahua",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Rate",3.73385417270796e-08,2.07217768523945e-07,1.83100247900714e-08
"1922","Chihuahua",2017,"All Ages","Both","Measles","measles","Deaths","Rate",4.42893691572401e-12,2.33343346106104e-11,0
"1923","Chihuahua",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Rate",0,0,0
"1924","Chihuahua",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Rate",0,0,0
"1925","Chihuahua",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Rate",3.28382245341809e-09,4.17554844154289e-09,2.655774284756e-09
"1926","Chihuahua",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Rate",6.78798026703172e-05,8.39775299476814e-05,5.50396564306354e-05
"1927","Chihuahua",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Rate",3.70196243751042e-05,4.09580521806895e-05,3.36008856060251e-05
"1928","Chihuahua",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Rate",3.65607921312009e-06,8.29746790044733e-06,1.19013499068106e-06
"1929","Chihuahua",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Rate",0.000912516343351277,0.000964297026337026,0.000859209781813824
"1930","Chihuahua",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Rate",0.00156160828529194,0.00164419768617107,0.00147862026234362
"1931","Chihuahua",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Rate",0.000279223866590773,0.000298505686288993,0.000260978826980221
"1932","Chihuahua",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Rate",1.21772941181098e-05,1.38286250626441e-05,1.06313429858729e-05
"1933","Chihuahua",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Rate",0.000284845296045447,0.000309003364152407,0.000261443784613682
"1934","Chihuahua",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Rate",2.77650132172199e-05,3.09516066142844e-05,2.51000471554646e-05
"1935","Chihuahua",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Rate",0.000274911608220129,0.000291655070878891,0.000258830896558603
"1936","Chihuahua",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Rate",3.76553463566789e-05,4.45723549891675e-05,3.48228196576312e-05
"1937","Chihuahua",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Rate",1.81475277365371e-05,1.9922043045602e-05,1.66039853594023e-05
"1938","Chihuahua",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Rate",2.82281804916725e-06,3.33166282672526e-06,1.80835271260932e-06
"1939","Chihuahua",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Rate",9.59888793952713e-06,1.05481552916884e-05,8.66826965260358e-06
"1940","Chihuahua",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Rate",9.27140857134311e-07,1.08613818683473e-06,7.95486153942497e-07
"1941","Chihuahua",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Rate",0.000433173525776759,0.00046333294252011,0.000404506968963126
"1942","Chihuahua",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Rate",2.52332707727619e-05,2.74729339317171e-05,2.29667412717357e-05
"1943","Chihuahua",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Rate",8.47531465860449e-05,0.000104146302466203,6.83119605729078e-05
"1944","Chihuahua",2017,"All Ages","Both","Injuries","_inj","Deaths","Rate",0.00101178058370207,0.00106596067432412,0.0009564814313007
"1945","Mexico City",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Rate",9.40369143016244e-06,1.0891203204132e-05,8.21954755113546e-06
"1946","Mexico City",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Rate",5.60248742606909e-05,5.85470454949001e-05,5.36517626514573e-05
"1947","Mexico City",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Rate",5.54295717381617e-06,6.91382351009591e-06,4.71990061045472e-06
"1948","Mexico City",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Rate",2.67737173489168e-08,1.30895402184522e-07,1.02388082789054e-08
"1949","Mexico City",2017,"All Ages","Both","Measles","measles","Deaths","Rate",1.37622630762017e-12,7.69370685849082e-12,0
"1950","Mexico City",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Rate",0,0,0
"1951","Mexico City",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Rate",0,0,0
"1952","Mexico City",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Rate",2.94169485810915e-09,3.64031833301895e-09,2.29759198124955e-09
"1953","Mexico City",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Rate",4.23738170505306e-05,5.272791785525e-05,3.38128743627244e-05
"1954","Mexico City",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Rate",1.81269455872871e-05,2.08384059339187e-05,1.50974331137159e-05
"1955","Mexico City",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Rate",2.34390963452295e-06,5.2390379566086e-06,7.73020392320604e-07
"1956","Mexico City",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Rate",0.0010231582692687,0.00112253363197269,0.000933816507620209
"1957","Mexico City",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Rate",0.00192512924836086,0.00209564309588449,0.00177204516991454
"1958","Mexico City",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Rate",0.000329967065281565,0.000359237296910624,0.000298418014173341
"1959","Mexico City",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Rate",7.6280212226837e-06,8.68870813015023e-06,6.43915635950221e-06
"1960","Mexico City",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Rate",0.000308169765041431,0.00040798506367428,0.000263329829427963
"1961","Mexico City",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Rate",2.69646619361436e-05,3.64883209687241e-05,2.08317273921112e-05
"1962","Mexico City",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Rate",0.000310148843257726,0.000370832764579533,0.000265336408964679
"1963","Mexico City",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Rate",4.6646899592553e-05,5.75711634475029e-05,3.68718906024357e-05
"1964","Mexico City",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Rate",1.58329035566257e-05,1.76268759580068e-05,1.16530066857814e-05
"1965","Mexico City",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Rate",3.40191581793759e-06,4.91044462349474e-06,1.14243952363997e-06
"1966","Mexico City",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Rate",1.12054583930883e-05,1.40484007135305e-05,8.80723442908686e-06
"1967","Mexico City",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Rate",3.78608797893744e-06,4.47415712069585e-06,2.92268261044159e-06
"1968","Mexico City",2017,"All Ages","Both","Chronic kidney disease","ckd","Deaths","Rate",0.000660184533528994,0.000722127903862125,0.000599215609390882
"1969","Mexico City",2017,"All Ages","Both","Musculoskeletal disorders","msk","Deaths","Rate",3.17559037382578e-05,3.80016565758476e-05,2.46053544001987e-05
"1970","Mexico City",2017,"All Ages","Both","Congenital birth defects","cong","Deaths","Rate",7.94358576946819e-05,9.94507788186716e-05,5.37566178529793e-05
"1971","Mexico City",2017,"All Ages","Both","Injuries","_inj","Deaths","Rate",0.000708675982104912,0.000752480223221697,0.000668568637091526
"1972","Durango",2017,"All Ages","Both","Tuberculosis","tb","Deaths","Rate",1.75853021497751e-05,1.95173987564967e-05,1.58004523002709e-05
"1973","Durango",2017,"All Ages","Both","HIV/AIDS","hiv","Deaths","Rate",2.44887794045135e-05,2.56486636049042e-05,2.32570813359104e-05
"1974","Durango",2017,"All Ages","Both","Encephalitis","encephalitis","Deaths","Rate",7.32303811551441e-06,8.46261551542738e-06,6.16282093004408e-06
"1975","Durango",2017,"All Ages","Both","Tetanus","tetanus","Deaths","Rate",5.07142919463193e-08,1.93513138814094e-07,3.28175714207944e-08
"1976","Durango",2017,"All Ages","Both","Measles","measles","Deaths","Rate",5.87514558547445e-12,3.17600203394366e-11,0
"1977","Durango",2017,"All Ages","Both","African trypanosomiasis","ntd_afrtryp","Deaths","Rate",0,0,0
"1978","Durango",2017,"All Ages","Both","Schistosomiasis","ntd_schisto","Deaths","Rate",0,0,0
"1979","Durango",2017,"All Ages","Both","Rabies","ntd_rabies","Deaths","Rate",2.84762926167546e-09,3.46141126965371e-09,2.35285785324324e-09
"1980","Durango",2017,"All Ages","Both","Neonatal preterm birth","neonatal_preterm","Deaths","Rate",7.61312088380601e-05,9.29656735766093e-05,6.04048993050302e-05
"1981","Durango",2017,"All Ages","Both","Protein-energy malnutrition","nutrition_pem","Deaths","Rate",2.81427231046439e-05,3.08642403038733e-05,2.54522039779607e-05
"1982","Durango",2017,"All Ages","Both","Syphilis","std_syphilis","Deaths","Rate",3.35241063001571e-06,7.71012378105517e-06,1.0324953818327e-06
"1983","Durango",2017,"All Ages","Both","Neoplasms","_neo","Deaths","Rate",0.00068209937478378,0.000720051786401181,0.000643197538332553
"1984","Durango",2017,"All Ages","Both","Cardiovascular diseases","cvd","Deaths","Rate",0.0012791546793738,0.00134944280650954,0.00120470349055841
"1985","Durango",2017,"All Ages","Both","Chronic respiratory diseases","resp","Deaths","Rate",0.000279278167246072,0.000297661074954382,0.000259555541419613
"1986","Durango",2017,"All Ages","Both","Asthma","resp_asthma","Deaths","Rate",1.19979377953325e-05,1.33886294157032e-05,1.0701455596187e-05
"1987","Durango",2017,"All Ages","Both","Cirrhosis and other chronic liver diseases","cirrhosis","Deaths","Rate",0.000188426284932861,0.000207643192535631,0.000172967781155231
"1988","Durango",2017,"All Ages","Both","Other digestive diseases","digest_other","Deaths","Rate",2.08199640131388e-05,2.32069251185733e-05,1.88407254971282e-05
"1989","Durango",2017,"All Ages","Both","Alzheimer's disease and other dementias","neuro_dementia","Deaths","Rate",0.000251888896846741,0.000273406835655277,0.000235830945381213
"1990","Durango",2017,"All Ages","Both","Parkinson's disease","neuro_parkinsons","Deaths","Rate",3.48414208724685e-05,3.81933263801834e-05,3.21575820291374e-05
"1991","Durango",2017,"All Ages","Both","Idiopathic epilepsy","neuro_epilepsy","Deaths","Rate",1.21117799953594e-05,1.33986959304396e-05,1.11242890583826e-05
"1992","Durango",2017,"All Ages","Both","Multiple sclerosis","neuro_ms","Deaths","Rate",2.15737128957724e-06,2.60353011678213e-06,1.25775027974868e-06
"1993","Durango",2017,"All Ages","Both","Other neurological disorders","neuro_other","Deaths","Rate",8.37823812097477e-06,9.13720655379181e-06,7.63861666869496e-06
"1994","Durango",2017,"All Ages","Both","Acute glomerulonephritis","glomerulo","Deaths","Rate",1.02505951742124e-06,1.20922042892346e-06,8.72823653983587e-07
